,Наименование вакансии,Ссылка на вакансию,Минимальная з/п,Максимальная з/п,Валюта
315,Инженер-химик,https://kazan.hh.ru/vacancy/43274659?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18000.0,21000.0,руб.
316,Инженер - химик,https://kazan.hh.ru/vacancy/46527281?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
317,Ведущий Инженер-химик испытательной лаборатории,https://kazan.hh.ru/vacancy/46181809?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
318,Лаборант углехимического анализа,https://kazan.hh.ru/vacancy/45838530?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
319,Химик,https://kazan.hh.ru/vacancy/44993297?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,33000.0,,руб.
320,Инженер-технолог (химик),https://kazan.hh.ru/vacancy/44197451?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,38000.0,руб.
321,Химик в группу разработки,https://kazan.hh.ru/vacancy/43757937?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
322,Инженер-химик,https://kazan.hh.ru/vacancy/43848505?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
323,Инженер-химик,https://kazan.hh.ru/vacancy/39829978?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,24000.0,24000.0,руб.
324,Инженер-химик,https://kazan.hh.ru/vacancy/43486321?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
325,Инженер-химик,https://kazan.hh.ru/vacancy/43648019?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
326,Химик-лаборант,https://kazan.hh.ru/vacancy/43750196?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,32000.0,руб.
327,Химик-технолог (разработчик) косметической продукции,https://kazan.hh.ru/vacancy/44167284?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,,руб.
328,Лаборант (химик-лаборант / биолог-лаборант),https://kazan.hh.ru/vacancy/43820991?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,50000.0,руб.
329,"Инженер-химик (технолог, кристаллограф)",https://kazan.hh.ru/vacancy/42747187?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,55000.0,,руб.
330,Химик,https://kazan.hh.ru/vacancy/44019779?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,,руб.
331,Лаборант химического анализа,https://kazan.hh.ru/vacancy/40843651?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,50000.0,руб.
332,Химик-аналитик,https://kazan.hh.ru/vacancy/43809298?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,63250.0,86250.0,руб.
333,Лаборант химического анализа,https://kazan.hh.ru/vacancy/43936466?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,28000.0,30000.0,руб.
334,"Инженер-химик, г.Чебоксары",https://kazan.hh.ru/vacancy/44262773?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
335,Инженер-химик (Ярославль),https://kazan.hh.ru/vacancy/42979949?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
336,Химик,https://kazan.hh.ru/vacancy/42190665?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,24000.0,,руб.
337,Инженер-химик,https://kazan.hh.ru/vacancy/43710177?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
338,Химик - технолог,https://kazan.hh.ru/vacancy/43800051?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,57500.0,57500.0,руб.
339,Химик-технолог (аппаратчик),https://kazan.hh.ru/vacancy/43181081?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,70000.0,руб.
340,Химик г. Щелково (разработка и исследования),https://kazan.hh.ru/vacancy/42405514?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
341,Инженер-химик цеха,https://kazan.hh.ru/vacancy/45849901?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
342,Химик-технолог,https://kazan.hh.ru/vacancy/44173183?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
343,Химик,https://kazan.hh.ru/vacancy/46503156?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,34000.0,,руб.
344,Химик-аналитик (ОКК),https://kazan.hh.ru/vacancy/46373723?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
345,Инженер-химик (Дёмский район),https://kazan.hh.ru/vacancy/46517183?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
346,Инженер (химик-технолог),https://kazan.hh.ru/vacancy/41199468?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,40000.0,руб.
347,Химик-лаборант,https://kazan.hh.ru/vacancy/46599792?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,,руб.
348,Инженер-технолог/химик,https://kazan.hh.ru/vacancy/46455177?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
349,Инженер-химик СПЛ,https://kazan.hh.ru/vacancy/46462907?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,48000.0,53000.0,руб.
350,Лаборант химического анализа,https://kazan.hh.ru/vacancy/45586148?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
351,Химик-лаборант,https://kazan.hh.ru/vacancy/46440886?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,20000.0,руб.
352,Химик-лаборант,https://kazan.hh.ru/vacancy/46694944?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,22500.0,23100.0,руб.
353,Инженер-химик СПЛ,https://kazan.hh.ru/vacancy/46462911?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,48000.0,53000.0,руб.
354,Инженер-химик,https://kazan.hh.ru/vacancy/46278953?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,,руб.
355,Лаборант-химик,https://kazan.hh.ru/vacancy/46404113?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,37000.0,44000.0,руб.
356,Ведущий инженер-химик,https://kazan.hh.ru/vacancy/46334860?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
357,Химик-научный сотрудник,https://kazan.hh.ru/vacancy/46420938?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,70000.0,,руб.
358,Инженер-химик,https://kazan.hh.ru/vacancy/46341445?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
359,Ведущий инженер-химик,https://kazan.hh.ru/vacancy/46419466?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
360,Инженер-химик в аналитическую лабораторию,https://kazan.hh.ru/vacancy/46369363?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
361,Инженер-химик,https://kazan.hh.ru/vacancy/46545489?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
362,Лаборант химического анализа,https://kazan.hh.ru/vacancy/46454863?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25300.0,32000.0,руб.
363,Ведущий химик-технолог (в лабораторию ЦЗЛ),https://kazan.hh.ru/vacancy/38993342?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
364,Главный технолог - химик,https://kazan.hh.ru/vacancy/45690671?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,170000.0,240000.0,руб.
365,Ведущий инженер-химик,https://kazan.hh.ru/vacancy/46414307?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,120000.0,,руб.
366,Инженер-химик,https://kazan.hh.ru/vacancy/46527283?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
367,Инженер (химик-технолог),https://kazan.hh.ru/vacancy/41199467?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,40000.0,руб.
368,Химик исследовательской группы (ЦЗЛ),https://kazan.hh.ru/vacancy/46320343?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,33000.0,33000.0,руб.
369,Специалист отдела контроля качества/химик,https://kazan.hh.ru/vacancy/42141937?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,,руб.
370,Инженер - химик (по воде),https://kazan.hh.ru/vacancy/44855001?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,32800.0,руб.
371,Эксперт-химик,https://kazan.hh.ru/vacancy/46207637?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
372,Химик-технолог,https://kazan.hh.ru/vacancy/46464674?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,,руб.
373,Инженер (химик-технолог),https://kazan.hh.ru/vacancy/41199469?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,40000.0,руб.
374,Химик - хроматографист,https://kazan.hh.ru/vacancy/46650622?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,40000.0,руб.
375,Химик-аналитик(г. Оболенск),https://kazan.hh.ru/vacancy/46651150?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
376,Инженер-химик/Метролог,https://kazan.hh.ru/vacancy/46350681?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30960.0,,руб.
377,Инженер-химик,https://kazan.hh.ru/vacancy/46408111?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,,руб.
378,Инженер-химик,https://kazan.hh.ru/vacancy/44316602?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,40000.0,руб.
379,Химик-лаборант,https://kazan.hh.ru/vacancy/46560759?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
380,Инженер- химик испытательной лаборатории,https://kazan.hh.ru/vacancy/36713349?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,80000.0,,руб.
381,Химик-технолог (Московская обл.),https://kazan.hh.ru/vacancy/43699614?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,100000.0,150000.0,руб.
382,Инженер – технолог (Химик-гальваник),https://kazan.hh.ru/vacancy/44033010?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
383,Инженер химик/технолог,https://kazan.hh.ru/vacancy/41763996?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,50000.0,руб.
384,Химик,https://kazan.hh.ru/vacancy/43527143?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
385,Химик-разработчик,https://kazan.hh.ru/vacancy/43915803?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,180000.0,,руб.
386,Инженер-химик,https://kazan.hh.ru/vacancy/43274659?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18000.0,21000.0,руб.
387,Химик ОКК,https://kazan.hh.ru/vacancy/43943209?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
388,Химик,https://kazan.hh.ru/vacancy/44136922?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,34000.0,48000.0,руб.
389,Ведущий химик,https://kazan.hh.ru/vacancy/44048828?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
390,Лаборант-исследователь,https://kazan.hh.ru/vacancy/41488810?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,32000.0,руб.
391,Инженер-химик (хроматографист),https://kazan.hh.ru/vacancy/40475513?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,28000.0,,руб.
392,Инженер-химик в экологическую лабораторию,https://kazan.hh.ru/vacancy/43274674?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,,руб.
393,Лаборант химического анализа,https://kazan.hh.ru/vacancy/43955405?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,33000.0,руб.
394,Инженер-химик,https://kazan.hh.ru/vacancy/44151887?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,38500.0,38500.0,руб.
395,Химик,https://kazan.hh.ru/vacancy/43277441?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,39000.0,руб.
396,Химик-технолог,https://kazan.hh.ru/vacancy/43881348?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,70000.0,руб.
397,Инженер-химик,https://kazan.hh.ru/vacancy/44172850?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,27000.0,32000.0,руб.
398,Технолог химической лаборатории (инженер),https://kazan.hh.ru/vacancy/42352652?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,,руб.
399,Инженер-химик/аэрохимик-агрохимик,https://kazan.hh.ru/vacancy/43557564?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,35000.0,руб.
400,Химик отдела обеспечения качества,https://kazan.hh.ru/vacancy/46201092?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,27000.0,,руб.
401,Ведущий инженер-химик,https://kazan.hh.ru/vacancy/46255320?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
402,Инженер-технолог по лакокрасочным покрытиям (химик),https://kazan.hh.ru/vacancy/45808124?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,28000.0,,руб.
403,Химик,https://kazan.hh.ru/vacancy/46508057?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
404,Инженер-химик,https://kazan.hh.ru/vacancy/45298669?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,30000.0,руб.
405,Инженер-химик на отделочную фабрику,https://kazan.hh.ru/vacancy/46527883?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,30000.0,руб.
406,Химик,https://kazan.hh.ru/vacancy/46284280?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
407,Старший химик-аналитик,https://kazan.hh.ru/vacancy/46409954?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
408,Химик-технолог,https://kazan.hh.ru/vacancy/45749535?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,,руб.
409,Начальник испытательной химико-аналитической лаборатории,https://kazan.hh.ru/vacancy/45580619?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
410,Химик,https://kazan.hh.ru/vacancy/46329578?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,53000.0,руб.
411,Химик-технолог,https://kazan.hh.ru/vacancy/46362315?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,,руб.
412,Химик,https://kazan.hh.ru/vacancy/46508294?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
413,Инженер-химик,https://kazan.hh.ru/vacancy/46210920?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,28000.0,,руб.
414,Лаборант клинической лаборатории,https://kazan.hh.ru/vacancy/46543829?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,14000.0,,руб.
415,Инженер-химик (минеральные удобрения),https://kazan.hh.ru/vacancy/45857244?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
416,Инженер-химик,https://kazan.hh.ru/vacancy/46331883?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
417,Инженер-химик,https://kazan.hh.ru/vacancy/45580621?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
418,"Химик (ОКК, пгт. Вольгинский)",https://kazan.hh.ru/vacancy/45461344?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
419,Химик,https://kazan.hh.ru/vacancy/46508391?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
420,Инженер-химик,https://kazan.hh.ru/vacancy/46264892?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,22000.0,26000.0,руб.
421,Ведущий инженер-химик,https://kazan.hh.ru/vacancy/45888232?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,25000.0,руб.
422,Химик,https://kazan.hh.ru/vacancy/46508184?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
423,Химик-аналитик/Инженер-эколог,https://kazan.hh.ru/vacancy/46353271?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
424,Химик,https://kazan.hh.ru/vacancy/46508152?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
425,Химик,https://kazan.hh.ru/vacancy/46508198?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
426,Химик,https://kazan.hh.ru/vacancy/46508072?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
427,Химик - разработчик,https://kazan.hh.ru/vacancy/46427659?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
428,Инженер-химик,https://kazan.hh.ru/vacancy/46404678?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30500.0,37600.0,руб.
429,Инженер-химик,https://kazan.hh.ru/vacancy/45919555?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,26092.0,26092.0,руб.
430,Химик,https://kazan.hh.ru/vacancy/46508390?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
431,Химик,https://kazan.hh.ru/vacancy/46508309?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
432,Химик,https://kazan.hh.ru/vacancy/46508059?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
433,Химик,https://kazan.hh.ru/vacancy/46508385?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
434,Химик,https://kazan.hh.ru/vacancy/46508276?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
435,Химик,https://kazan.hh.ru/vacancy/46236199?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25000.0,,руб.
436,Химик,https://kazan.hh.ru/vacancy/46508168?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
437,Химик,https://kazan.hh.ru/vacancy/46508268?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
438,Инженер-химик,https://kazan.hh.ru/vacancy/37387031?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
439,Химик,https://kazan.hh.ru/vacancy/46508063?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
440,Химик,https://kazan.hh.ru/vacancy/46508312?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
441,Химик,https://kazan.hh.ru/vacancy/46508069?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
442,Инженер-химик,https://kazan.hh.ru/vacancy/46274606?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
443,Химик,https://kazan.hh.ru/vacancy/46508289?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
444,Химик,https://kazan.hh.ru/vacancy/46508075?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
445,Химик,https://kazan.hh.ru/vacancy/46508161?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
446,Химик,https://kazan.hh.ru/vacancy/46508086?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
447,Химик,https://kazan.hh.ru/vacancy/46508284?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
448,Химик,https://kazan.hh.ru/vacancy/46508172?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
449,Химик,https://kazan.hh.ru/vacancy/46508179?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
450,Химик,https://kazan.hh.ru/vacancy/46508188?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
451,Химик,https://kazan.hh.ru/vacancy/46508389?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
452,Химик,https://kazan.hh.ru/vacancy/46508153?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
453,Инженер-химик,https://kazan.hh.ru/vacancy/45298667?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,30000.0,руб.
454,Химик,https://kazan.hh.ru/vacancy/46508156?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
455,Инженер-химик,https://kazan.hh.ru/vacancy/37387053?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
456,Химик,https://kazan.hh.ru/vacancy/46508171?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
457,Химик,https://kazan.hh.ru/vacancy/46508313?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
458,Химик,https://kazan.hh.ru/vacancy/46508273?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
459,Инженер-химик,https://kazan.hh.ru/vacancy/45478488?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
460,Химик,https://kazan.hh.ru/vacancy/46508189?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
461,Химик,https://kazan.hh.ru/vacancy/46508290?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
462,Химик,https://kazan.hh.ru/vacancy/46508064?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
463,Химик,https://kazan.hh.ru/vacancy/46508043?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
464,Химик,https://kazan.hh.ru/vacancy/46508164?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
465,Химик,https://kazan.hh.ru/vacancy/46508197?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
466,Химик,https://kazan.hh.ru/vacancy/46508280?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
467,Химик,https://kazan.hh.ru/vacancy/46508067?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
468,Химик,https://kazan.hh.ru/vacancy/46508193?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
469,Химик,https://kazan.hh.ru/vacancy/46508046?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
470,Химик,https://kazan.hh.ru/vacancy/46508065?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
471,Химик,https://kazan.hh.ru/vacancy/46508298?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
472,Химик,https://kazan.hh.ru/vacancy/46508176?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
473,Химик,https://kazan.hh.ru/vacancy/46508277?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
474,Химик,https://kazan.hh.ru/vacancy/46508160?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
475,Химик,https://kazan.hh.ru/vacancy/46508163?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
476,Химик,https://kazan.hh.ru/vacancy/46508166?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
477,Химик,https://kazan.hh.ru/vacancy/46508182?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
